iter	Logloss
544	0.4286014972
545	0.4285731602
546	0.4285403396
547	0.4284729989
548	0.4284119419
549	0.428342413
550	0.4282947521
551	0.4282530581
552	0.4282087326
553	0.4281618458
554	0.4281193357
555	0.4280727966
556	0.4280361366
557	0.4279742804
558	0.4279341969
559	0.4278573592
560	0.4278095393
561	0.427755373
562	0.4277268602
563	0.4276732521
564	0.4276348154
565	0.427611589
566	0.4275481223
567	0.4274610641
568	0.4273728939
569	0.4273367156
570	0.4272854519
571	0.4272362721
572	0.427196366
573	0.4271662926
574	0.4271202223
575	0.4270807527
576	0.4270590122
577	0.4270176721
578	0.4269569618
579	0.4269180054
580	0.4268292759
581	0.42676834
582	0.4267203265
583	0.4266978806
584	0.4266453513
585	0.4266199893
586	0.4265606803
587	0.4265218758
588	0.4264859957
589	0.4264427229
590	0.4263676855
591	0.4262903286
592	0.4262213893
593	0.4261759757
594	0.4261480116
595	0.426097331
596	0.4260165569
597	0.4259892749
598	0.4259646643
599	0.4259235438
600	0.4258494441
601	0.4258238775
602	0.4257793341
603	0.4257584064
604	0.425681875
605	0.4256622018
606	0.425629998
607	0.4255799479
608	0.4255364415
609	0.4255086236
610	0.425479067
611	0.4254387239
612	0.4254063912
613	0.4253615847
614	0.4253021924
615	0.4252329465
616	0.4251608246
617	0.4250744689
618	0.4249975648
619	0.4249321326
620	0.4249011673
621	0.4248360615
622	0.4247987089
623	0.4247223541
624	0.4246966413
625	0.4246586816
626	0.4246341647
627	0.4246170048
628	0.4245621432
629	0.4245212363
630	0.4244500386
631	0.4243924698
632	0.4243296138
633	0.4242853936
634	0.4242247328
635	0.4241115498
636	0.4240182853
637	0.4239801888
638	0.4239317106
639	0.4238669255
640	0.4238274059
641	0.4237812667
642	0.4237131018
643	0.4236864912
644	0.4236214803
645	0.4235788406
646	0.4235612384
647	0.4234830486
648	0.4234665386
649	0.4234189293
650	0.423354448
651	0.4233055304
652	0.4232807009
653	0.4232349265
654	0.4231911606
655	0.4231358206
656	0.4231029305
657	0.4230762804
658	0.4229727141
659	0.4228759061
660	0.4228144581
661	0.4227734088
662	0.4227385258
663	0.4226865033
664	0.4226470366
665	0.4226089754
666	0.4225594882
667	0.4225090917
668	0.4224136854
669	0.4223820087
670	0.4223403653
671	0.422255562
672	0.4222144815
673	0.4221799014
674	0.4221275938
675	0.4220742931
676	0.4220381534
677	0.42200795
678	0.4219750953
679	0.4219339714
680	0.4219081043
681	0.4218235616
682	0.4217473934
683	0.4217057405
684	0.4216382523
685	0.4216169822
686	0.4215768921
687	0.4215037326
688	0.4214696287
689	0.4214294902
690	0.4213891032
691	0.4213041215
692	0.4212650341
693	0.4212290679
694	0.4211592444
695	0.4211101014
696	0.4210480832
697	0.4210105598
698	0.4209342942
699	0.4209092487
700	0.4208851993
701	0.4208668827
702	0.420826818
703	0.4207645611
704	0.4207362806
705	0.4206460575
706	0.4205777141
707	0.4205529299
708	0.4205208631
709	0.4204907032
710	0.4204553787
711	0.4204313564
712	0.4204090131
713	0.4203509513
714	0.4203292135
715	0.4203154332
716	0.4202750964
717	0.4202103072
718	0.4201316564
719	0.4201160126
720	0.4200848129
721	0.420014421
722	0.4199612951
723	0.4198745995
724	0.4198496822
725	0.419819479
726	0.4197770991
727	0.4197439922
728	0.4197140994
729	0.4196808183
730	0.4196505185
731	0.4196164628
732	0.4195939728
733	0.419569925
734	0.4195425954
735	0.4194950615
736	0.4194663194
737	0.4194216115
738	0.4193564605
739	0.4193243504
740	0.4192572165
741	0.419212411
742	0.4191614269
743	0.4191233419
744	0.4191029944
745	0.4190579258
746	0.4189874214
747	0.4189627058
748	0.4189314617
749	0.4189188951
750	0.4188398969
751	0.4187661428
752	0.4187405761
753	0.418718323
754	0.418681577
755	0.4186502482
756	0.4186266076
757	0.4185757734
758	0.4185232144
759	0.4184814685
760	0.418466345
761	0.4184367192
762	0.4183855871
763	0.4183565955
764	0.418321409
765	0.4182870457
766	0.4182177547
767	0.4181945484
768	0.4181809024
769	0.4181014233
770	0.4180807729
771	0.4180557267
772	0.4180213202
773	0.4180091001
774	0.4179464848
775	0.4179252874
776	0.4178605807
777	0.4178332662
778	0.4178074872
779	0.4177371899
780	0.4177097173
781	0.4176441858
782	0.4175865059
783	0.4175723808
784	0.4175356345
785	0.4174905248
786	0.417424095
787	0.417397662
788	0.4173829293
789	0.4173601206
790	0.4173221443
791	0.4172477427
792	0.4171958397
793	0.4171631658
794	0.4171341763
795	0.4170924322
796	0.4170573322
797	0.4170365321
798	0.4169787927
799	0.4169331194
800	0.4168952046
801	0.4168753147
802	0.4168448949
803	0.4168258343
804	0.4167859237
805	0.4167632174
806	0.4167146114
807	0.4166657308
808	0.4166234222
809	0.416576731
810	0.4165485648
811	0.4165146395
812	0.4164966568
813	0.4164690973
814	0.4164489084
815	0.416380962
816	0.4163607687
817	0.4163244573
818	0.4162735815
819	0.4162214087
820	0.416183228
821	0.4161526513
822	0.4161236335
823	0.4160598802
824	0.4159988677
825	0.4159729113
826	0.4159567936
827	0.4158999856
828	0.4158652345
829	0.4158197786
830	0.4158000984
831	0.4157395941
832	0.4156811146
833	0.4156489605
834	0.4155887683
835	0.4155323964
836	0.4155199161
837	0.4154773426
838	0.415448959
839	0.415382312
840	0.4153443857
841	0.4153006187
842	0.415249621
843	0.4152379216
844	0.4151663838
845	0.4151199024
846	0.4150628825
847	0.4150366213
848	0.4149711949
849	0.414937928
850	0.4149053392
851	0.4148651907
852	0.4148408382
853	0.4148006081
854	0.4147758218
855	0.4147194987
856	0.4146935855
857	0.4146553872
858	0.4146323276
859	0.4146071944
860	0.4145663331
861	0.4145292771
862	0.4144998537
863	0.4144731166
864	0.4144449764
865	0.4144144712
866	0.4143878026
867	0.41435201
868	0.4143030682
869	0.4142387648
870	0.4141743145
871	0.4141562448
872	0.4141023896
873	0.4140506132
874	0.4140261412
875	0.413975181
876	0.4139181542
877	0.413879717
878	0.413846472
879	0.4138042236
880	0.4137522457
881	0.4137244263
882	0.4136642109
883	0.4135903702
884	0.4135723558
885	0.4135031099
886	0.4134644144
887	0.4134392273
888	0.413363441
889	0.4133409077
890	0.4132892537
891	0.4132393853
892	0.4131980885
893	0.4131323201
894	0.4130644368
895	0.4130412968
896	0.4130159893
897	0.4129600828
898	0.412937976
899	0.4128838656
900	0.4128372015
901	0.4127981583
902	0.4127749318
903	0.4127561687
904	0.4127183884
905	0.4126879076
906	0.4126359052
907	0.4125716466
908	0.4125489226
909	0.4125053356
910	0.4124836286
911	0.4124525584
912	0.4123992585
913	0.4123820245
914	0.4123468083
915	0.4123258382
916	0.4122004167
917	0.4121511794
918	0.41208668
919	0.4120555799
920	0.4120174908
921	0.4119523789
922	0.4119231966
923	0.411899266
924	0.4118753901
925	0.4118590973
926	0.4118113027
927	0.411763157
928	0.4117451746
929	0.411717741
930	0.4117063959
931	0.4116611838
932	0.4116401659
933	0.4115923242
934	0.4115301972
935	0.4115168013
936	0.4114546862
937	0.4114250828
938	0.4113495507
939	0.4113274941
940	0.4112918751
941	0.4112737011
942	0.4112314812
943	0.4111963815
944	0.4111187935
945	0.411095646
946	0.4110778569
947	0.4110652289
948	0.4110308645
949	0.4109754761
950	0.4109284516
951	0.4108780039
952	0.4108562432
953	0.4108350882
954	0.4107656968
955	0.410749447
956	0.410723621
957	0.4106765156
958	0.4106486479
959	0.4106316833
960	0.4105767506
961	0.4105457247
962	0.4105162576
963	0.4104933778
964	0.4104731001
965	0.4104531596
966	0.4104311455
967	0.4104145861
968	0.4103507628
969	0.4103057402
970	0.4102879036
971	0.4102601281
972	0.4102122361
973	0.4101676425
974	0.4101414967
975	0.4100995737
976	0.4100413637
977	0.4100219099
978	0.4100011969
979	0.4099722929
980	0.4099531323
981	0.4099304971
982	0.4098814012
983	0.4098547513
984	0.4098198457
985	0.4098004072
986	0.4097657526
987	0.409745562
988	0.4097115691
989	0.4096768158
990	0.409630118
991	0.4095753226
992	0.4095639316
993	0.4095114121
994	0.4094800391
995	0.4094594119
996	0.4094341048
997	0.4094077312
998	0.4093864006
999	0.4093484469
